"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.652612660E-1,2.464607358E-1,6.885347366E0,7.261319637E0,1.000977093E1
7.677673590E-1,2.344966233E-1,6.870990276E0,7.249355316E0,9.990928312E0
7.702734530E-1,2.225325108E-1,6.863811970E0,7.268497944E0,9.999624885E0
7.727795470E-1,2.273181528E-1,6.878168583E0,7.258926392E0,1.000264410E1
7.752856930E-1,2.153540403E-1,6.894918442E0,7.273283482E0,1.002431695E1
7.777917860E-1,2.344966233E-1,6.926024914E0,7.266105175E0,1.004097078E1
7.802978800E-1,2.416750938E-1,6.933203697E0,7.273283482E0,1.005128713E1
7.828039740E-1,2.416750938E-1,6.949953556E0,7.273283482E0,1.006284820E1
7.853100680E-1,2.297109663E-1,6.935596466E0,7.282855034E0,1.005958463E1
7.878162140E-1,2.368894368E-1,6.935596466E0,7.275676250E0,1.005455518E1
7.903223070E-1,2.249253243E-1,6.926024914E0,7.268497944E0,1.004248350E1
7.928284010E-1,2.153540403E-1,6.906882763E0,7.278069019E0,1.003601990E1
7.953344950E-1,2.081755698E-1,6.890132904E0,7.261319637E0,1.001219413E1
7.978405890E-1,1.842473447E-1,6.868597507E0,7.237390995E0,9.979549450E0
8.003466820E-1,1.890329868E-1,6.863811970E0,7.206284523E0,9.953802532E0
8.028528280E-1,1.914258152E-1,6.870990276E0,7.187141895E0,9.944956503E0
8.053589220E-1,2.057827413E-1,6.873383045E0,7.182356358E0,9.943439237E0
8.078650160E-1,2.249253243E-1,6.890132904E0,7.167999268E0,9.945086040E0
8.103711090E-1,2.464607358E-1,6.897311211E0,7.179963589E0,9.959192837E0
8.128772030E-1,2.440679073E-1,6.892525673E0,7.165606499E0,9.945471120E0
