Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),magnitude
10.69800245,0.5889334679,8.898907661,-1.211366415,9.000267151,
10.70050844,0.5841478109,8.934800148,-1.141974568,9.026405058,
10.70301443,0.7109674215,8.90130043,-1.352542996,9.03150024,
10.70552042,0.8476574421,8.891729355,-1.898405671,9.131556174,
10.70802641,1.048654556,8.848658562,-2.688635349,9.30737314,
10.7105324,1.357328653,8.829515457,-3.648755312,9.649668368,
10.71303839,1.922333837,8.846264839,-4.632504463,10.16916253,
10.71554438,2.68624258,8.934800148,-5.403591633,10.78171394,
10.71805037,3.461816072,9.018548965,-5.800800323,11.26799363,
10.72055641,4.342973232,9.332307816,-6.014060497,11.92150617,
10.7230624,5.226223946,9.557232857,-5.77208662,12.32765592,
10.72556839,5.853442192,9.562018394,-5.207081318,12.36158069,
